CLASS,PERCENTAGE
vehicle,77.24769115447998
vehicle,50.28781294822693
vehicle,55.18014430999756
vehicle,40.67142903804779
vehicle,73.52349758148193
vehicle,81.65674805641174
vehicle,77.33569741249084
vehicle,50.20867586135864
vehicle,55.12486696243286
vehicle,40.115997195243835
vehicle,73.52185249328613
vehicle,81.64312243461609
vehicle,77.62198448181152
vehicle,55.54984211921692
vehicle,30.18677830696106
vehicle,84.06172394752502
vehicle,80.48005104064941
vehicle,76.01439356803894
vehicle,55.60615658760071
vehicle,31.61834180355072
vehicle,84.03534889221191
vehicle,80.44037818908691
vehicle,75.93569159507751
vehicle,50.8700966835022
vehicle,33.66408944129944
vehicle,51.67397856712341
vehicle,85.59625148773193
vehicle,73.02881479263306
vehicle,35.76195538043976
vehicle,51.04600787162781
vehicle,33.490097522735596
vehicle,48.87946546077728
vehicle,85.65943837165833
vehicle,72.93737530708313
vehicle,35.5311781167984
vehicle,51.339513063430786
vehicle,33.40585231781006
vehicle,50.543028116226196
vehicle,85.6307327747345
vehicle,72.91756272315979
vehicle,35.728004574775696
vehicle,50.82550048828125
vehicle,49.675118923187256
vehicle,88.64526152610779
vehicle,76.6489028930664
vehicle,60.46862602233887
vehicle,77.5387704372406
vehicle,51.15347504615784
vehicle,49.85349476337433
vehicle,88.62441778182983
vehicle,76.74023509025574
vehicle,65.1938796043396
vehicle,77.50511169433594
vehicle,51.37314796447754
vehicle,49.878302216529846
vehicle,88.63429427146912
vehicle,76.58038139343262
vehicle,65.01794457435608
vehicle,77.48711705207825
vehicle,50.71447491645813
vehicle,39.70091938972473
vehicle,87.82147765159607
vehicle,77.95203924179077
vehicle,66.44947528839111
vehicle,75.36371946334839
vehicle,50.54019093513489
vehicle,39.86842930316925
vehicle,87.81818747520447
vehicle,77.99676656723022
vehicle,66.36133790016174
vehicle,75.38484930992126
vehicle,36.32799685001373
vehicle,76.56187415122986
vehicle,32.66032338142395
vehicle,48.791635036468506
vehicle,78.59447002410889
vehicle,49.84714388847351
vehicle,76.63305401802063
vehicle,36.435121297836304
vehicle,77.29536890983582
vehicle,30.600282549858093
vehicle,48.415595293045044
vehicle,78.53711247444153
vehicle,30.38327991962433
vehicle,76.5647292137146
vehicle,36.434292793273926
vehicle,77.28843688964844
vehicle,30.341970920562744
vehicle,48.43229055404663
vehicle,78.56200337409973
vehicle,76.56290531158447
vehicle,47.17119038105011
vehicle,85.70751547813416
vehicle,42.47412085533142
vehicle,45.07380723953247
vehicle,79.43150401115417
vehicle,76.34771466255188
vehicle,47.04211354255676
vehicle,85.61121821403503
vehicle,42.54389405250549
vehicle,45.01357078552246
vehicle,79.4634461402893
vehicle,76.29823088645935
vehicle,47.1863329410553
vehicle,85.60159802436829
vehicle,42.580971121788025
vehicle,44.98118460178375
vehicle,79.48192954063416
vehicle,76.32524967193604
vehicle,45.11917531490326
vehicle,84.9921703338623
vehicle,48.687103390693665
vehicle,35.430002212524414
vehicle,80.47639727592468
vehicle,76.70506238937378
vehicle,44.99701261520386
vehicle,84.92498993873596
vehicle,48.615020513534546
vehicle,35.341617465019226
vehicle,80.39246797561646
vehicle,76.61401629447937
vehicle,55.05253076553345
vehicle,47.289544343948364
vehicle,81.32826089859009
vehicle,79.88089323043823
vehicle,71.65650725364685
vehicle,77.22212672233582
vehicle,55.10919690132141
vehicle,47.73094356060028
vehicle,81.37382864952087
vehicle,79.81074452400208
vehicle,71.81360721588135
vehicle,77.2276222705841
vehicle,55.11699318885803
vehicle,46.92854881286621
vehicle,81.3112199306488
vehicle,80.35058975219727
vehicle,71.87677025794983
vehicle,77.22426056861877
vehicle,53.903597593307495
vehicle,46.943506598472595
vehicle,72.61936068534851
vehicle,83.16123485565186
vehicle,71.23615145683289
vehicle,71.94904685020447
vehicle,80.36337494850159
vehicle,53.98567318916321
vehicle,46.88793122768402
vehicle,72.56184816360474
vehicle,83.18020105361938
vehicle,71.17922306060791
vehicle,71.68328166007996
vehicle,80.3737223148346
vehicle,53.93514633178711
vehicle,46.883440017700195
vehicle,72.55258560180664
vehicle,83.15817713737488
vehicle,71.22601866722107
vehicle,71.65877223014832
vehicle,80.36766052246094
vehicle,56.23666048049927
vehicle,47.92468249797821
vehicle,84.54881310462952
vehicle,53.49680185317993
vehicle,81.8090558052063
vehicle,76.9137978553772
vehicle,56.310611963272095
vehicle,47.93216586112976
vehicle,84.53751802444458
vehicle,53.28916907310486
vehicle,82.26585984230042
vehicle,76.99188590049744
vehicle,59.64539647102356
vehicle,43.42936873435974
vehicle,78.38169932365417
vehicle,30.84791898727417
vehicle,47.44330048561096
vehicle,60.0422739982605
vehicle,76.52211785316467
vehicle,59.82317328453064
vehicle,43.321675062179565
vehicle,78.20338606834412
vehicle,30.754217505455017
vehicle,49.00977909564972
vehicle,59.54158306121826
vehicle,76.56522989273071
vehicle,59.89567041397095
vehicle,43.34556758403778
vehicle,78.07455658912659
vehicle,30.77836036682129
vehicle,49.34600591659546
vehicle,59.63943004608154
vehicle,76.6672432422638
vehicle,65.79574942588806
vehicle,55.133235454559326
vehicle,41.50069057941437
vehicle,74.32577610015869
vehicle,32.249537110328674
vehicle,73.8518476486206
vehicle,65.77082872390747
vehicle,55.14691472053528
vehicle,41.549089550971985
vehicle,74.32005405426025
vehicle,32.27787911891937
vehicle,73.78027439117432
vehicle,65.83482027053833
vehicle,55.110859870910645
vehicle,41.49949252605438
vehicle,74.3217408657074
vehicle,32.26886689662933
vehicle,73.7701952457428
vehicle,60.700613260269165
vehicle,47.56503999233246
vehicle,33.1080824136734
vehicle,34.85410511493683
vehicle,51.23189091682434
vehicle,78.84944677352905
vehicle,74.35663938522339
vehicle,61.200106143951416
vehicle,47.89312779903412
vehicle,33.09673070907593
vehicle,31.92649483680725
vehicle,51.64576172828674
vehicle,78.52309346199036
vehicle,74.48034882545471
vehicle,43.9782589673996
vehicle,47.57854342460632
vehicle,74.07633066177368
vehicle,31.161588430404663
vehicle,85.70083379745483
vehicle,71.4500904083252
vehicle,43.677547574043274
vehicle,47.654712200164795
vehicle,74.96503591537476
vehicle,31.262925267219543
vehicle,85.79387068748474
vehicle,71.74747586250305
vehicle,43.54031980037689
vehicle,47.59439826011658
vehicle,74.91124272346497
vehicle,31.439512968063354
vehicle,85.84910035133362
vehicle,71.62665724754333
vehicle,52.44224667549133
vehicle,39.73107635974884
vehicle,46.97034955024719
vehicle,30.80221116542816
vehicle,82.58232474327087
vehicle,74.60874915122986
vehicle,69.47484612464905
vehicle,36.26095354557037
vehicle,64.52717185020447
vehicle,43.40115487575531
vehicle,52.485036849975586
vehicle,39.632174372673035
vehicle,47.34901785850525
vehicle,30.84975779056549
vehicle,82.51862525939941
vehicle,74.79371428489685
vehicle,69.51977014541626
vehicle,36.17691397666931
vehicle,67.83282160758972
vehicle,42.548781633377075
vehicle,52.48492956161499
vehicle,39.64519202709198
vehicle,47.33970761299133
vehicle,30.916109681129456
vehicle,82.35081434249878
vehicle,74.79116320610046
vehicle,69.41717267036438
vehicle,36.04579269886017
vehicle,67.6074206829071
vehicle,43.63664090633392
vehicle,49.23127591609955
vehicle,46.16526961326599
vehicle,57.248735427856445
vehicle,73.82162809371948
vehicle,66.92842245101929
vehicle,75.17541646957397
vehicle,49.26762282848358
vehicle,45.673030614852905
vehicle,56.079310178756714
vehicle,73.94304871559143
vehicle,67.39652156829834
vehicle,30.246296525001526
vehicle,76.60245299339294
vehicle,49.250370264053345
vehicle,45.68061828613281
vehicle,56.28606677055359
vehicle,73.93558025360107
vehicle,67.43396520614624
vehicle,76.56230330467224
vehicle,50.43895244598389
vehicle,44.64126527309418
vehicle,47.56799340248108
vehicle,59.1449499130249
vehicle,68.48576664924622
vehicle,31.280305981636047
vehicle,65.22963047027588
vehicle,50.54386854171753
vehicle,50.540053844451904
vehicle,44.42332983016968
vehicle,47.58822321891785
vehicle,58.11851620674133
vehicle,68.50829124450684
vehicle,31.270867586135864
vehicle,65.23345708847046
vehicle,49.20053780078888
vehicle,46.55628502368927
vehicle,46.097299456596375
vehicle,88.49008083343506
vehicle,68.4049129486084
vehicle,68.81657242774963
vehicle,46.54049277305603
vehicle,46.10460102558136
vehicle,88.48357200622559
vehicle,68.39476227760315
vehicle,68.78761053085327
vehicle,46.507495641708374
vehicle,46.10498249530792
vehicle,88.48602175712585
vehicle,68.37831735610962
vehicle,68.77197027206421
vehicle,52.221399545669556
vehicle,49.07727539539337
vehicle,76.48131847381592
vehicle,64.0206515789032
vehicle,73.12279343605042
vehicle,52.10548639297485
vehicle,49.144572019577026
vehicle,76.52502059936523
vehicle,64.07607197761536
vehicle,72.99371361732483
vehicle,52.041298151016235
vehicle,49.22668635845184
vehicle,76.51944756507874
vehicle,64.01828527450562
vehicle,72.90236353874207
vehicle,53.03739905357361
vehicle,49.6077299118042
vehicle,73.72347116470337
vehicle,63.63576650619507
vehicle,72.06456661224365
vehicle,52.423059940338135
vehicle,49.796366691589355
vehicle,75.17719268798828
vehicle,63.57882022857666
vehicle,73.35628867149353
vehicle,44.94114816188812
vehicle,49.67535734176636
vehicle,83.30366015434265
vehicle,63.3908212184906
vehicle,74.51477646827698
vehicle,65.94326496124268
vehicle,53.99307608604431
vehicle,49.62862730026245
vehicle,83.32167863845825
vehicle,63.413530588150024
vehicle,74.49599504470825
vehicle,65.95059037208557
vehicle,51.21842622756958
vehicle,49.65276122093201
vehicle,83.34225416183472
vehicle,63.56571316719055
vehicle,74.55291152000427
vehicle,65.90155959129333
vehicle,55.419790744781494
vehicle,44.26320493221283
vehicle,50.555628538131714
vehicle,49.34702813625336
vehicle,64.74454998970032
vehicle,72.96906113624573
vehicle,74.31686520576477
vehicle,44.24124360084534
vehicle,50.54894685745239
vehicle,49.397170543670654
vehicle,64.62858319282532
vehicle,72.81932830810547
vehicle,74.34614896774292
vehicle,43.98384988307953
vehicle,50.503891706466675
vehicle,49.35111999511719
vehicle,64.53893184661865
vehicle,72.83424735069275
vehicle,74.37329888343811
vehicle,51.71383023262024
vehicle,51.31499767303467
vehicle,79.64749932289124
vehicle,68.42010021209717
vehicle,70.56432366371155
vehicle,71.36290669441223
vehicle,51.799213886260986
vehicle,51.30281448364258
vehicle,79.63422536849976
vehicle,68.45728754997253
vehicle,70.53101658821106
vehicle,71.25223875045776
vehicle,53.92752289772034
vehicle,51.038551330566406
vehicle,77.80036926269531
vehicle,57.629287242889404
vehicle,71.94392085075378
vehicle,73.7916886806488
vehicle,53.92192006111145
vehicle,51.099878549575806
vehicle,77.79952883720398
vehicle,57.7204167842865
vehicle,71.92839980125427
vehicle,73.816978931427
vehicle,53.91400456428528
vehicle,51.08311176300049
vehicle,77.8071403503418
vehicle,57.733845710754395
vehicle,71.93598747253418
vehicle,73.83002042770386
vehicle,52.63785123825073
vehicle,32.188740372657776
vehicle,52.335476875305176
vehicle,78.89370918273926
vehicle,74.02539849281311
vehicle,48.37575852870941
vehicle,68.3960497379303
vehicle,73.60438704490662
vehicle,74.84874129295349
vehicle,52.66621708869934
vehicle,32.32335448265076
vehicle,52.44327783584595
vehicle,78.85149121284485
vehicle,73.8608717918396
vehicle,47.7156400680542
vehicle,68.37676763534546
vehicle,73.63501191139221
vehicle,75.30853748321533
vehicle,52.669358253479004
vehicle,32.07969665527344
vehicle,52.36747860908508
vehicle,78.84921431541443
vehicle,73.96695017814636
vehicle,48.411720991134644
vehicle,68.36603283882141
vehicle,73.84797930717468
vehicle,75.26328563690186
vehicle,52.063149213790894
vehicle,52.276962995529175
vehicle,79.57834601402283
vehicle,77.24720239639282
vehicle,75.59614777565002
vehicle,61.628615856170654
vehicle,78.78774404525757
vehicle,52.102333307266235
vehicle,52.32474207878113
vehicle,79.44501042366028
vehicle,77.07840204238892
vehicle,75.55167078971863
vehicle,56.32961988449097
vehicle,78.76788973808289
vehicle,47.35186696052551
vehicle,44.1623330116272
vehicle,88.31225037574768
vehicle,71.6993510723114
vehicle,61.05964779853821
vehicle,75.16877055168152
vehicle,61.29870414733887
vehicle,47.34369218349457
vehicle,43.32539737224579
vehicle,88.141268491745
vehicle,71.54109477996826
vehicle,61.060577630996704
vehicle,75.08540749549866
vehicle,61.66185736656189
vehicle,47.35837280750275
vehicle,42.49225854873657
vehicle,88.13356161117554
vehicle,71.4977502822876
vehicle,61.05979084968567
vehicle,75.12312531471252
vehicle,62.00164556503296
vehicle,55.42360544204712
vehicle,36.79719865322113
vehicle,84.142404794693
vehicle,67.03330874443054
vehicle,73.6766517162323
vehicle,50.10198354721069
vehicle,55.54269552230835
vehicle,34.24240052700043
vehicle,84.12882089614868
vehicle,67.16945767402649
vehicle,73.59039783477783
vehicle,46.95570766925812
vehicle,55.53574562072754
vehicle,33.73153209686279
vehicle,84.12889838218689
vehicle,67.1709418296814
vehicle,73.60211610794067
vehicle,47.04754948616028
vehicle,61.589401960372925
vehicle,51.846617460250854
vehicle,79.94749546051025
vehicle,58.21366310119629
vehicle,53.79604697227478
vehicle,73.27011227607727
vehicle,74.69968795776367
vehicle,32.35801160335541
vehicle,61.55505180358887
vehicle,52.29958891868591
vehicle,79.94588017463684
vehicle,58.088523149490356
vehicle,53.62746715545654
vehicle,73.07227849960327
vehicle,74.76516366004944
vehicle,34.882450103759766
vehicle,57.24918842315674
vehicle,83.03979635238647
vehicle,72.09711074829102
vehicle,43.6773419380188
vehicle,60.00463366508484
vehicle,75.08847713470459
vehicle,65.5060887336731
vehicle,57.21448063850403
vehicle,83.30162763595581
vehicle,72.26599454879761
vehicle,43.45320463180542
vehicle,60.16659140586853
vehicle,74.88082647323608
vehicle,65.88472723960876
vehicle,57.215720415115356
vehicle,83.32448601722717
vehicle,72.24621772766113
vehicle,43.45387816429138
vehicle,60.19369959831238
vehicle,74.67836141586304
vehicle,66.27095341682434
vehicle,57.33146071434021
vehicle,79.1387677192688
vehicle,66.45216345787048
vehicle,66.97595119476318
vehicle,75.55239796638489
vehicle,72.70272970199585
vehicle,58.05427432060242
vehicle,79.17420268058777
vehicle,66.48281216621399
vehicle,66.8090283870697
vehicle,75.37894248962402
vehicle,73.55746626853943
vehicle,58.08241367340088
vehicle,79.1780948638916
vehicle,66.48287177085876
vehicle,66.79810881614685
vehicle,75.37846565246582
vehicle,73.51062297821045
vehicle,58.97808074951172
vehicle,36.49715483188629
vehicle,54.84822392463684
vehicle,77.2320806980133
vehicle,39.295727014541626
vehicle,56.33542537689209
vehicle,32.294443249702454
vehicle,76.58398151397705
vehicle,79.81983423233032
vehicle,58.95351767539978
vehicle,36.11299395561218
vehicle,55.043089389801025
vehicle,77.04244256019592
vehicle,43.7239944934845
vehicle,56.796109676361084
vehicle,32.98199772834778
vehicle,76.50429010391235
vehicle,79.71711158752441
vehicle,62.173497676849365
vehicle,53.39689254760742
vehicle,52.56081819534302
vehicle,34.42491590976715
vehicle,58.51946473121643
vehicle,68.69804263114929
vehicle,73.53846430778503
vehicle,70.37973999977112
vehicle,62.14447021484375
vehicle,53.341007232666016
vehicle,52.30996608734131
vehicle,35.160085558891296
vehicle,58.532142639160156
vehicle,68.63445043563843
vehicle,73.57981204986572
vehicle,70.80286145210266
vehicle,62.10287809371948
vehicle,53.27848792076111
vehicle,52.17273831367493
vehicle,35.19437909126282
vehicle,58.524876832962036
vehicle,68.71287226676941
vehicle,73.54674339294434
vehicle,71.07045650482178
vehicle,64.14594650268555
vehicle,56.30101561546326
vehicle,78.6791443824768
vehicle,72.3042368888855
vehicle,66.76507592201233
vehicle,35.05091369152069
vehicle,41.52348041534424
vehicle,71.86638712882996
vehicle,73.59839081764221
vehicle,64.05280232429504
vehicle,56.238824129104614
vehicle,78.78313064575195
vehicle,72.29031324386597
vehicle,66.71419143676758
vehicle,35.04800498485565
vehicle,39.86278474330902
vehicle,72.07760810852051
vehicle,73.45505356788635
vehicle,64.09205794334412
vehicle,56.285035610198975
vehicle,78.83490324020386
vehicle,72.2862184047699
vehicle,66.11537337303162
vehicle,34.95273292064667
vehicle,40.220966935157776
vehicle,72.0329225063324
vehicle,73.2805609703064
vehicle,62.203389406204224
vehicle,54.498326778411865
vehicle,86.54229044914246
vehicle,66.44968390464783
vehicle,73.53309988975525
vehicle,45.61290442943573
vehicle,37.87924945354462
vehicle,62.258321046829224
vehicle,54.677385091781616
vehicle,86.64854764938354
vehicle,66.24454855918884
vehicle,73.42267632484436
vehicle,46.81078791618347
vehicle,37.22833693027496
vehicle,63.7242317199707
vehicle,40.43925106525421
vehicle,53.226304054260254
vehicle,31.066402792930603
vehicle,81.99926614761353
vehicle,69.30391192436218
vehicle,65.83529710769653
vehicle,73.99342656135559
vehicle,54.78876233100891
vehicle,63.700664043426514
vehicle,40.66360294818878
vehicle,53.213077783584595
vehicle,31.074035167694092
vehicle,82.06194639205933
vehicle,69.08883452415466
vehicle,65.5836820602417
vehicle,73.95453453063965
vehicle,53.89372706413269
vehicle,63.712745904922485
vehicle,40.68824350833893
vehicle,53.22032570838928
vehicle,31.107297539711
vehicle,82.10591673851013
vehicle,69.24381256103516
vehicle,65.46791195869446
vehicle,73.80313873291016
vehicle,55.068546533584595
vehicle,61.81802749633789
vehicle,57.44986534118652
vehicle,53.899747133255005
vehicle,72.11445569992065
vehicle,79.82116937637329
vehicle,71.07089757919312
vehicle,76.32654309272766
vehicle,78.6241352558136
vehicle,61.8257999420166
vehicle,57.35101103782654
vehicle,53.936201333999634
vehicle,71.82302474975586
vehicle,79.81943488121033
vehicle,71.42068147659302
vehicle,76.18439793586731
vehicle,78.74025702476501
vehicle,61.805230379104614
vehicle,57.35446214675903
vehicle,53.861016035079956
vehicle,71.92697525024414
vehicle,79.81631755828857
vehicle,71.30167484283447
vehicle,76.2241005897522
vehicle,79.10999059677124
vehicle,63.483381271362305
vehicle,62.39436864852905
vehicle,40.42982459068298
vehicle,67.89183616638184
vehicle,76.56770348548889
vehicle,89.48255181312561
vehicle,67.19185709953308
vehicle,63.4685754776001
vehicle,39.93356227874756
vehicle,62.429606914520264
vehicle,67.90047883987427
vehicle,76.70758962631226
vehicle,89.6246612071991
vehicle,68.80237460136414
vehicle,58.80318284034729
vehicle,60.566627979278564
vehicle,62.27498650550842
vehicle,56.813591718673706
vehicle,73.5333800315857
vehicle,79.86645698547363
vehicle,64.45921063423157
vehicle,58.39738845825195
vehicle,60.72809100151062
vehicle,62.237679958343506
vehicle,54.258424043655396
vehicle,73.88221025466919
